bill_id,congress,bill_type,bill_number,title,title_ai,introduced_date,status,sponsor_bioguide,sponsor_name,sponsor_party,sponsor_state,latest_action_date,latest_action_text,cosponsor_count
hres1032-119,119,HRES,H.Res.1032,"Providing for consideration of the Senate amendments to the bill (H.R. 7148) making further consolidated appropriations for the fiscal year ending September 30, 2026, and for other purposes; providing for consideration of the joint resolution (H.J. Res. 142) disapproving the action of the District of Columbia Council in approving the D.C. Income and Franchise Tax Conformity and Revision Temporary Amendment Act of 2025; and providing for consideration of the bill (H.R. 4090) to codify certain provisions of certain Executive Orders relating to domestic mining and hardrock mineral resources, and for other purposes.","Vote on budget funding, D.C. taxes, and mining rules",,active,J000311,Brian Jack,Republican,GA,,,0
hr2756-119,119,HR,H.R.2756,National Biotechnology Initiative Act of 2025,National program to advance biotechnology in health,,active,B000740,Stephanie I. Bice,Republican,OK,,,0
s254-119,119,S,S.254,ARTIST Act,ARTIST Act,2025-01-24,active,S001198,Dan Sullivan,Republican,AK,2025-10-10,Held at the desk.,1
hr6957-119,119,HR,H.R.6957,Yes in God's Backyard Act,Encourage housing development on religious lands,2026-01-07,active,B001300,Nanette Diaz Barragán,Democratic,CA,2026-01-07,Referred to the House Committee on Financial Services.,1
hr7017-119,119,HR,H.R.7017,Kids Before Cuts Act,Kids Before Cuts Act,2026-01-12,active,K000391,Raja Krishnamoorthi,Democratic,IL,2026-01-12,"Referred to the Committee on Ways and Means, and in addition to the Committee on Education and Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",0
s3757-119,119,S,S.3757,Foreign Medical School Accountability Fairness Act of 2026,Ensure fairness and accountability for foreign medical schools,,active,D000563,Richard J. Durbin,Democratic,IL,,,0
hr6636-119,119,HR,H.R.6636,To advance sensible priorities.,Promote sensible tax and economic reforms,,active,F000466,Brian K. Fitzpatrick,Republican,PA,,,0
hr4253-119,119,HR,H.R.4253,Expanding Access to Mental Health Services in Schools Act of 2025,Increase mental health services in schools,2025-06-30,active,D000216,Rosa L. DeLauro,Democratic,CT,2025-06-30,Referred to the House Committee on Education and Workforce.,0
hr4850-119,119,HR,H.R.4850,Endangered Species Recovery Act of 2025,Support recovering endangered species environments,,active,H001096,Harriet M. Hageman,Republican,WY,,,0
s1383-119,119,S,S.1383,Veterans Accessibility Advisory Committee Act of 2025,Committee for veterans accessibility advice,2025-04-09,Introduced,S001217,Rick Scott,Republican,FL,2026-02-12,Message on House action received in Senate and at desk: House amendment to Senate bill.,2
s3342-119,119,S,S.3342,HALOS Act of 2025,Improve financial sector regulations in economy,,active,R000618,Pete Ricketts,Republican,NE,,,0
s3649-119,119,S,S.3649,Restore Trust in Congress Act,Restore public trust in Congress,,active,M001244,Ashley Moody,Republican,FL,,,0
hr2104-119,119,HR,H.R.2104,National STEM Week Act,National week promoting STEM education,2025-03-14,active,C001126,Mike Carey,Republican,OH,2025-03-14,Referred to the House Committee on Education and Workforce.,2
hr6480-119,119,HR,H.R.6480,"To direct the Administrator of General Services to submit a report to Congress on the state of the real estate portfolio of the Public Building Service, and for other purposes.",Require report on government building properties,,active,S001211,Greg Stanton,Democratic,AZ,,,0
s950-119,119,S,S.950,Save Our Forests Act of 2025,Protect and save forests across the country,,active,K000377,Mark Kelly,Democratic,AZ,,,0
hr4968-119,119,HR,H.R.4968,Protecting and Preserving Social Security Act,Protect and preserve Social Security benefits,,active,T000487,Jill N. Tokuda,Democratic,HI,,,0
hr7630-119,119,HR,H.R.7630,Republic of Georgia Sovereignty Act,Protect Georgia's sovereignty,2026-02-20,active,P000605,Scott Perry,Republican,PA,2026-02-20,Referred to the House Committee on Foreign Affairs.,0
sjres59-119,119,SJRES,S.J.Res.59,A joint resolution to direct the removal of United States Armed Forces from hostilities against the Islamic Republic of Iran that have not been authorized by Congress.,S.J.Res.59,2025-06-16,active,K000384,Tim Kaine,Democratic,VA,2025-06-27,Motion to discharge Senate Committee on Foreign Relations rejected by Yea-Nay Vote. 47 - 53. Record Vote Number: 328. (consideration: CR S3595),0
hjres42-119,119,HJRES,H.J.Res.42,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Energy relating to ""Energy Conservation Program for Appliance Standards: Certification Requirements, Labeling Requirements, and Enforcement Provisions for Certain Consumer Products and Commercial Equipment"".",,,active,C001116,Andrew S. Clyde,Republican,GA,,,0
hr7122-119,119,HR,H.R.7122,Ensuring Consistency in Nutrition Labels Act,Require consistent nutrition labels for food,,active,S001214,W. Gregory Steube,Republican,FL,,,0
s988-119,119,S,S.988,Women's Retirement Protection Act,Protect retirement benefits for women,,active,B001230,Tammy Baldwin,Democratic,WI,,,0
hr7184-119,119,HR,H.R.7184,PRESS Act,PRESS Act,2026-01-21,active,M001240,Addison P. McDowell,Republican,NC,2026-01-21,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",22
hr7453-119,119,HR,H.R.7453,CLEAN Act,CLEAN Act,2026-02-09,active,S001214,W. Gregory Steube,Republican,FL,2026-02-09,"Referred to the Committee on Ways and Means, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",0
hr6329-119,119,HR,H.R.6329,Information Quality Assurance Act of 2025,Ensure quality of government information,2025-12-01,active,M001136,Lisa C. McClain,Republican,MI,2026-02-25,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,1
s3788-119,119,S,S.3788,CLEAR LABELS Act,CLEAR LABELS Act,2026-02-05,active,S001217,Rick Scott,Republican,FL,2026-02-05,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",7
s248-119,119,S,S.248,Sustainable Cardiopulmonary Rehabilitation Services in the Home Act,Sustainable heart and lung rehab at home,,active,B001243,Marsha Blackburn,Republican,TN,,,0
hr5348-119,119,HR,H.R.5348,Social Security Child Protection Act of 2025,Safeguard children's benefits in Social Security,,active,S001199,Lloyd Smucker,Republican,PA,,,0
hr5179-119,119,HR,H.R.5179,District of Columbia Attorney General Appointment Reform Act of 2025,Reform DC Attorney General appointment process,,active,F000246,Pat Fallon,Republican,TX,,,0
hres1024-119,119,HRES,H.Res.1024,"Expressing support for the designation of January 2026 as ""National Human Trafficking Prevention Month"".",Designate January 2026 as Human Trafficking Prevention Month,2026-01-30,active,M001239,John J. McGuire III,Republican,VA,2026-01-30,Referred to the House Committee on the Judiciary.,0
hr3474-119,119,HR,H.R.3474,Federal Mechanical Insulation Act,Promote mechanical insulation for energy efficiency,2025-05-15,active,W000814,"Randy K. Weber, Sr.",Republican,TX,2026-02-04,"Placed on the Union Calendar, Calendar No. 411.",36
hr7087-119,119,HR,H.R.7087,Grave Injustice Parity Act,Fix unfair tax inequalities,2026-01-15,active,M001224,Nathaniel Moran,Republican,TX,2026-01-15,Referred to the House Committee on Ways and Means.,0
hr5895-119,119,HR,H.R.5895,Protect Patients from Healthcare Abuse Act,Protect patients from healthcare abuse,,In Committee,T000482,Lori Trahan,Democratic,MA,,,0
s2155-119,119,S,S.2155,Keeping Gun Dealers Honest Act of 2025,Ensure gun dealers operate honestly,,active,M000133,Edward J. Markey,Democratic,MA,,,0
hres1079-119,119,HRES,H.Res.1079,Recognizing the significance of Charcot-Marie-Tooth disease and the need for robust funding of the National Institute of Neurological Disorders and Stroke at the National Institutes of Health.,,2026-02-25,active,G000583,Josh Gottheimer,Democratic,NJ,2026-02-25,Referred to the House Committee on Energy and Commerce.,1
sjres10-119,119,SJRES,S.J.Res.10,S.J.Res.10,S.J.Res.10,,active,,,,,,,0
hr2495-119,119,HR,H.R.2495,Nutrition CARE Act of 2025,Improving nutrition care in healthcare,,active,C001080,Judy Chu,Democratic,CA,,,0
hr7262-119,119,HR,H.R.7262,READ Act,Fund emergency aid for schools in disaster areas,,active,M001231,John W. Mannion,Democratic,NY,,,0
hr4392-119,119,HR,H.R.4392,Uterine Fibroid Intervention and Gynecological Health Treatment Act of 2025,Improve treatment for uterine fibroids and gynecological health,,In Committee,B001313,Shontel M. Brown,Democratic,OH,,,0
s517-119,119,S,S.517,Forest Data Modernization Act of 2025,Update forest data systems,2025-02-11,active,O000174,Jon Ossoff,Democratic,GA,2025-02-11,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",3
s1409-119,119,S,S.1409,Public Safety Officer Concussion and Traumatic Brain Injury Health Act of 2025,Protecting brain health for safety officers,,active,C001056,John Cornyn,Republican,TX,,,0
s1448-119,119,S,S.1448,Pursuing Equity in Mental Health Act,Making Mental Health Fair for Everyone,,active,H001042,Mazie K. Hirono,Democratic,HI,,,0
hres922-119,119,HRES,H.Res.922,"Expressing support for the designation of December 3, 2025, as the ""National Day of 3D Printing"".",Support National 3D Printing Day on December 3 2025,,active,F000454,Bill Foster,Democratic,IL,,,0
hr5764-119,119,HR,H.R.5764,AI for Main Street Act,AI to Help Small Businesses Grow,,active,A000379,Mark Alford,Republican,MO,,,0
hr309-119,119,HR,H.R.309,"National Law Enforcement Officers Remembrance, Support and Community Outreach Act.",National remembrance and support for police officers,,active,N000026,Troy E. Nehls,Republican,TX,,,0
hr7682-119,119,HR,H.R.7682,"To amend the Immigration and Nationality Act to base the numerical limitations for H-2B nonimmigrants on economic need, and for other purposes.",Adjust H-2B worker limits based on economic needs,2026-02-25,active,B001301,Jack Bergman,Republican,MI,2026-02-25,"Referred to the Committee on the Judiciary, and in addition to the Committee on Education and Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2
sres50-119,119,SRES,S.Res.50,"A resolution designating the week of February 3 through 7, 2025, as ""National School Counseling Week"".",Designate National School Counseling Week in 2025,,active,M001111,Patty Murray,Democratic,WA,,,0
hr2413-119,119,HR,H.R.2413,GREEN Appraisals Act of 2025,Incorporate green standards into financial appraisals,2025-03-27,active,C001117,Sean Casten,Democratic,IL,2025-03-27,"Referred to the Committee on Financial Services, and in addition to the Committee on Veterans' Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",0
s309-119,119,S,S.309,A PLUS Act,A PLUS Act,,active,D000618,Steve Daines,Republican,MT,,,0
s23-119,119,S,S.23,DRAIN THE SWAMP Act,DRAIN THE SWAMP Act,,active,E000295,Joni Ernst,Republican,IA,,,0
s1363-119,119,S,S.1363,New Mexico Land Grant-Mercedes Historical or Traditional Use Cooperation and Coordination Act,Coordinate historical land use in New Mexico,,active,L000570,Ben Ray Luján,Democratic,NM,,,0
s1467-119,119,S,S.1467,Homebuyers Privacy Protection Act,Protect homebuyers privacy rights,,active,R000122,Jack Reed,Democratic,RI,,,0
s1882-119,119,S,S.1882,RESTORE Act,RESTORE Act,,active,H001079,Cindy Hyde-Smith,Republican,MS,,,0
hr4393-119,119,HR,H.R.4393,DIGNIDAD (Dignity) Act of 2025,Treating immigrants with respect and dignity,,active,S000168,Maria Elvira Salazar,Republican,FL,,,0
s1686-119,119,S,S.1686,Neighborhood Homes Investment Act,Promote investments in neighborhood homes,,active,Y000064,Todd Young,Republican,IN,,,0
hr7550-119,119,HR,H.R.7550,Permanent Tax Relief for Seniors Act,Permanent tax breaks for senior citizens,2026-02-12,active,M001215,Mariannette Miller-Meeks,Republican,IA,2026-02-12,Referred to the House Committee on Ways and Means.,3
s938-119,119,S,S.938,Joint Task Force to Counter Illicit Synthetic Narcotics Act of 2025,Task Force to Fight Illegal Synthetic Drugs,,active,M001243,David McCormick,Republican,PA,,,0
sres589-119,119,SRES,S.Res.589,A resolution congratulating the Montana State University football team for winning the 2025 Division I Football Championship Subdivision Championship.,Congratulate Montana State University football champions,2026-01-27,active,D000618,Steve Daines,Republican,MT,2026-01-27,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S298; text: CR S295)",0
hr6969-119,119,HR,H.R.6969,Rural Investment for Producers and the Environment (RIPE) Act of 2026,Support rural farmers and the environment,,active,R000622,Josh Riley,Democratic,NY,,,0
hr1658-119,119,HR,H.R.1658,SAFE Lending Act of 2025,Promote safe practices in financial lending,,active,B001278,Suzanne Bonamici,Democratic,OR,,,0
hr5309-119,119,HR,H.R.5309,Congressional Tribute to Constance Baker Motley Act of 2025,Tribute to civil rights pioneer Constance Baker Motley,2025-09-11,active,D000216,Rosa L. DeLauro,Democratic,CT,2025-09-11,Referred to the House Committee on Financial Services.,177
s2469-119,119,S,S.2469,College Athlete Right to Organize Act,Allowing college athletes to form unions,,active,M001169,Christopher Murphy,Democratic,CT,,,0
hr5455-119,119,HR,H.R.5455,Aviation Funding Stability Act of 2025,Provide stable funding for aviation,,active,B001314,Aaron Bean,Republican,FL,,,0
s3946-119,119,S,S.3946,A bill to allow members of federally recognized Tribes to use their Tribal government identification documents in obtaining a firearm from a federally licensed firearms dealer.,Permit tribal members to use ID for gun purchases,2026-02-26,active,M001190,Markwayne Mullin,Republican,OK,2026-02-26,Read twice and referred to the Committee on the Judiciary.,1
s3716-119,119,S,S.3716,RARE Act,Limit exclusive rights for rare disease drugs,2026-01-28,active,B001230,Tammy Baldwin,Democratic,WI,2026-01-28,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",0
s3796-119,119,S,S.3796,Ohio River Restoration Program Act of 2026,Set up Ohio River Basin restoration program,2026-02-05,active,F000479,John Fetterman,Democratic,PA,2026-02-05,Read twice and referred to the Committee on Environment and Public Works.,1
hres1007-119,119,HRES,H.Res.1007,Expressing the sense of the House of Representatives with respect to the use of artificial intelligence in the financial services and housing industries.,House view on AI in finance and housing,2026-01-16,active,S001213,Bryan Steil,Republican,WI,2026-01-22,Ordered to be Reported (Amended) by the Yeas and Nays: 54 - 0.,0
s3888-119,119,S,S.3888,Small Business Artificial Intelligence Training Act of 2026,AI training for small businesses,2026-02-12,active,M000934,Jerry Moran,Republican,KS,2026-02-12,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",1
s3478-119,119,S,S.3478,Indian Buffalo Management Act,Native American buffalo management program,2025-12-15,active,H001046,Martin Heinrich,Democratic,NM,2025-12-15,Read twice and referred to the Committee on Indian Affairs.,3
